,A: Static,B: EW Rotation,C: Regime-Tilted,D: Hybrid,SPY
2004-01-05,1.0,1.0,1.0,1.0,1.0
2004-01-06,0.9996426471407074,0.9998985663140426,0.9997902935918455,0.9998985663140426,1.0009775873320914
2004-01-07,0.9923989855563163,0.9898710283888262,0.9924839783898338,0.9898710283888262,1.0043579959859377
2004-01-08,0.9891645804165659,0.9882570112877768,0.9892798314497181,0.9882570112877767,1.008359555370448
2004-01-09,0.9812511609146949,0.9839980539751995,0.9812532094594767,0.9839980539751992,0.9995555303219121
2004-01-12,0.9843217028187821,0.9879546602788999,0.9842578895416433,0.9879546602788998,1.0069366784945954
2004-01-13,0.9825910199467145,0.9864548662546292,0.9825379279455657,0.9864548662546291,1.0010671576568895
2004-01-14,0.9804467706468916,0.9795523560690358,0.9802920629191733,0.9795523560690356,1.0094273279265926
2004-01-15,0.9671080972414824,0.9626785833729732,0.966710477681527,0.9626785833729731,1.0119166450768706
2004-01-16,0.9670714021887842,0.9645808063356791,0.9664267172735862,0.964580806335679,1.0159195367431
2004-01-20,0.9745214868099078,0.9740170456899915,0.9749224138139758,0.9740170456899915,1.0156524655000525
2004-01-21,0.9766665081963026,0.972313643635385,0.976869065057262,0.972313643635385,1.023656609101165
2004-01-22,0.9739047442061568,0.972145087358093,0.9738719838556493,0.9721450873580929,1.0209894835830098
2004-01-23,0.9706720023045143,0.969337646935388,0.970386000410365,0.969337646935388,1.017698235321125
2004-01-26,0.9671505430595922,0.9642362437134661,0.9665250890726482,0.964236243713466,1.0305052545190996
2004-01-27,0.9650134022467228,0.965023229692953,0.9637755072152864,0.9650232296929528,1.019921403577238
2004-01-28,0.9483890963011491,0.9459062683490368,0.9457474896367505,0.9459062683490367,1.008270599944905
2004-01-29,0.9437714866141872,0.9355214823943059,0.9415049265172014,0.9355214823943057,1.0092495195587154
2004-01-30,0.944473016048307,0.9377710613389852,0.9429702752874737,0.9377710613389851,1.0092495195587154
2004-02-02,0.9457567835334936,0.933099896521645,0.9436413363525075,0.9330998965216449,1.0136072080950258
2004-02-03,0.9464333320511092,0.9330786999194751,0.9433885221808777,0.9330786999194749,1.0119166450768706
2004-02-04,0.9535957464053683,0.9391129578865329,0.9502831467164048,0.9391129578865327,1.0036458401655473
2004-02-05,0.9599586855668213,0.9448903966695033,0.9565378411394192,0.9448903966695029,1.0065809592756323
2004-02-06,0.979278159974414,0.9655014526710216,0.975863820636147,0.9655014526710215,1.0178761461722112
2004-02-09,0.9821189629666494,0.9703109077113569,0.9785578441185413,0.9703109077113566,1.0181430124488404
2004-02-10,0.9868270851463922,0.972862998022236,0.9829115241577357,0.9728629980222357,1.021433440845052
2004-02-11,0.9930471749392833,0.9833331067773168,0.9899000087473118,0.9833331067773166,1.0322834406810788
2004-02-12,0.9919071411144358,0.9837410387751597,0.9890836930868969,0.9837410387751595,1.0285481326739427
2004-02-13,0.9865765075234587,0.979659202496916,0.9842229606421083,0.9796592024969157,1.0239238853106307
2004-02-17,1.000979211161184,0.9989948000456568,0.9994837579504321,0.9989948000456566,1.033173302386137
2004-02-18,0.995135603846615,0.9935015140580474,0.9939904471306319,0.9935015140580472,1.0286374980323223
2004-02-19,0.9992082417635288,0.9960819149466961,0.9976005310165118,0.9960819149466958,1.0248135420492706
2004-02-20,0.9902228303972292,0.9846343935460018,0.9872451501279035,0.9846343935460016,1.0217005120880995
2004-02-23,0.9895305127805445,0.9807846012469178,0.9857122356666433,0.9807846012469176,1.0191210097137686
2004-02-24,0.9952494220770773,0.987809689221043,0.9915398868604304,0.9878096892210428,1.0173422086525346
2004-02-25,0.988010232173891,0.9797399950603584,0.9837505481737814,0.9797399950603581,1.02161114672972
2004-02-26,0.9920214614535233,0.9885470023429884,0.9883372898817568,0.9885470023429883,1.0222340396749396
2004-02-27,0.9979176140555875,0.9958254372214632,0.9950533414002334,0.995825437221463,1.022945375629657
2004-03-01,1.0055398442548271,1.007690142886441,1.002503147903043,1.007690142886441,1.033084346960594
2004-03-02,0.991219137149974,0.9911061873914031,0.9884324125124853,0.991106187391403,1.0270368127885927
2004-03-03,0.9944735005983553,0.993164797710245,0.9907495218994908,0.9931647977102448,1.0289038518929057
2004-03-04,0.9984674566607599,0.9966477322524079,0.994366818574136,0.9966477322524079,1.0315722072095708
2004-03-05,1.0074784142752842,1.0112261775285023,1.0049890886032071,1.0112261775285023,1.0350405464568686
2004-03-08,1.005850438048269,1.0099673726418306,1.0033312509369599,1.0099673726418306,1.022411335626771
2004-03-09,1.0030890420086684,1.0094939922627717,1.0001058888246277,1.0094939922627715,1.018320615850299
2004-03-10,0.9834963443613078,0.9905907576661839,0.9801271319758365,0.9905907576661837,1.0012453759576032
2004-03-11,0.9770596496095949,0.9869496969139863,0.9746411347236041,0.9869496969139862,0.9882597285260784
2004-03-12,0.9802345271241145,0.9869034579143683,0.9774239595978911,0.9869034579143683,1.0012453759576032
2004-03-15,0.973544496406472,0.9802158192459488,0.970367276066674,0.9802158192459488,0.9889718843464688
2004-03-16,0.9809001716532371,0.9874274056691872,0.9780020407120544,0.9874274056691872,0.9942189221717914
2004-03-17,0.9842027289718036,0.9913341488087357,0.9810233569153176,0.9913341488087357,1.005336095734075
2004-03-18,1.0007692568766169,1.0160062957470548,0.9996020886602036,1.0160062957470546,1.0056023471114492
2004-03-19,0.9958344040351684,1.012933106162547,0.9944295368690831,1.0129331061625468,0.9911891085764507
2004-03-22,0.9956968929121875,1.013936506203159,0.9945324622712097,1.013936506203159,0.978605195324798
2004-03-23,0.9978227625574867,1.0173605382340845,0.9965701996458292,1.0173605382340845,0.9769097131126037
2004-03-24,0.9944858414047668,1.014348474761208,0.9931974429113596,1.0143484747612082,0.9777127715395111
2004-03-25,0.9967194528407557,1.0154341933996518,0.9948262550618306,1.015434193399652,0.9906535313254278
2004-03-26,0.9954696825940025,1.01419125850625,0.9930580308109495,1.0141912585062502,0.9909214224341485
2004-03-29,0.998702743703178,1.0173726445682028,0.9967096037556176,1.017372644568203,1.00484417633015
2004-03-30,1.0040542457089514,1.0247474913478576,1.002108447381027,1.0247474913478578,1.008235345720957
2004-03-31,1.0137541008503173,1.0370356008887545,1.0123723894495409,1.037035600888755,1.0093954556485465
2004-04-01,1.0140946878106112,1.0429320440558192,1.0135730373076688,1.0429320440558196,1.0154642038448423
2004-04-02,1.0139633620282287,1.0433423989987558,1.0134185280239598,1.043342398998756,1.0231399912438346
2004-04-05,1.01265192450683,1.043553787565777,1.0124732063011976,1.0435537875657774,1.0287631424467414
2004-04-06,1.0162314028485482,1.0492055708225596,1.0163497522654803,1.045999338489183,1.025460518548641
2004-04-07,1.014829120847585,1.0486811444257818,1.0133612145227164,1.0473185124158926,1.023050625885455
2004-04-08,1.0010919394603828,1.036335139254917,0.9986683351582336,1.0376987574246794,1.0207305085134852
2004-04-12,1.0043647069902129,1.0610862476549778,1.000245392364706,1.0579884823618995,1.024746620513695
2004-04-13,0.9814113393482501,1.0472881911239773,0.9700569215475762,1.040366712847684,1.0103773472754225
2004-04-14,0.9769284426223352,1.0429861949550745,0.9572475746853524,1.036294932506703,1.0119843864781195
2004-04-15,0.9888307947180932,1.0512689327916283,0.9702014823806528,1.0437308261386502,1.0081461853289957
2004-04-16,0.9964081767560726,1.0521748265911255,0.9792780888894,1.0454569991484806,1.015911440569577
2004-04-19,0.9992511135360833,1.0574059616740101,0.9827204454169023,1.0491693503470445,1.015911440569577
2004-04-20,0.9843999872646634,1.0520361427634008,0.9626618764842688,1.041175764437652,0.9988643835593977
2004-04-21,0.97366789016705,1.0542960362925606,0.9361604096136775,1.0401508717387824,1.005558176848305
